,StartDate,EndDate,ResponseId,Country,cond,condName,WEPTcc,BELIEFcc,POLICYcc,SHAREcc,Intervention_order,Belief1 ,Belief2,Belief3,Belief4,Policy1,Policy2,Policy3,Policy4,Policy5,Policy6,Policy7,Policy8,Policy9,Trust_sci1_1,Trust_sci2_1,Trust_gov_1,ID_hum_1,ID_GC_1,Enviro_ID_1,Enviro_ID_2,Enviro_ID_3,Enviro_ID_4,Enviro_motiv_1,Enviro_motiv_11,Enviro_motiv_12,Enviro_motiv_13,Enviro_motiv_14,Enviro_motiv_15,Enviro_motiv_16,Enviro_motiv_17,Enviro_motiv_18,Enviro_motiv_20,PlurIgnoranceItem_1,probe_CC_1,probe_GW_1,probe_GH_1,probe_CCrisis_1,probe_GE_1,probe_CE_1,probe_CP_1,probe_CEmerg_1,probe_CPoll_1,Gender,Age,Politics2_1,Politics2_9,Edu,Income,Indirect_SES,MacArthur_SES,PerceivedSciConsensu_1,Intro_Timer,condition_time_total,ide,ide_c,age_c,income_c,edu_c,ide_low,ide_high,GenderBin,gend_effects,cond_effects,belief_avg,policy_avg
4209,2/19/23 8:14,2/19/23 8:42,R_1CCSA45c8ruEfXz,USA,6,SystemJust,8,16.25,34.33333333,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,2,49,9,5,0,60,25,45,1,75,25,77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,54,81,100,3,5,"1,2,3,4,5,6,7",7,30,11.375,111.933,90.5,40.5,14.86382,0.794854,0.145034,70.5,10.5,0,-0.5,0.5,16.25,34.33333333
4215,2/19/23 8:36,2/19/23 8:59,R_2xEtnd7m2Kf70DM,USA,1,Control,8,39.25,34.55555556,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,42,40,47,28,40,51,45,21,22,26,46,28,32,45,39,51,31,52,43,52,41,35,53,53,56,34,32,35,30,32,40,46,40,31,NA,NA,NA,NA,NA,NA,NA,NA,2,30,34,40,2,1,"1,2,3,4,5,6,7",5,32,25.225,126.705,37,-13,-9.13618,-3.205146,-0.854966,17,-43,1,0.5,-0.5,39.25,34.55555556
4216,2/19/23 8:48,2/19/23 9:01,R_1Hisd4MiQU7jUP0,USA,6,SystemJust,8,82.75,68.22222222,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,67,68,99,97,59,61,46,100,51,100,60,82,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,34,24,53,3,7,"1,2,3,4,5,6,7",6,54,6.936,47.461,38.5,-11.5,-5.13618,2.794854,0.145034,18.5,-41.5,1,0.5,0.5,82.75,68.22222222
4238,2/19/23 9:07,2/19/23 9:31,R_1CsfaHB04DCfxSf,USA,6,SystemJust,8,82.75,32.75,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,77,80,96,78,40,21,9,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,33,52,3,3,"1,2,3,6,7",6,63,14.341,65.794,42.5,-7.5,-9.13618,-1.205146,0.145034,22.5,-37.5,0,-0.5,0.5,82.75,NA
4240,2/19/23 9:20,2/19/23 9:33,R_1DA3P4PqBhwHyDe,USA,6,SystemJust,2,96.25,50.375,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,85,100,100,100,43,67,30,NA,6,100,38,100,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,NA,NA,2,3,"1,2,6,7",4,100,16.426,114.382,NA,NA,-18.13618,-1.205146,-0.854966,NA,NA,1,0.5,0.5,96.25,NA
4241,2/19/23 9:20,2/19/23 9:33,R_WfAyJz9HWFRRbEt,USA,1,Control,8,94.25,94.66666667,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,100,100,77,100,100,100,100,100,100,100,100,52,100,100,100,100,89,100,100,76,100,100,17,0,0,0,100,0,100,100,100,41,NA,NA,NA,NA,NA,NA,90,NA,NA,2,27,0,13,4,4,"1,2,3,5,6,7",9,90,5.432,100.534,6.5,-43.5,-12.13618,-0.205146,1.145034,-13.5,-73.5,1,0.5,-0.5,94.25,94.66666667
4245,2/19/23 9:36,2/19/23 9:46,R_2Xbn7fz3zWqtn6L,USA,6,SystemJust,2,96.5,94,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,86,100,100,100,83,100,100,100,84,100,100,100,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,36,51,3,NA,"1,2,3,4,5,6,7",5,97,12.858,49.936,43.5,-6.5,-18.13618,NA,0.145034,23.5,-36.5,1,0.5,0.5,96.5,94
4250,2/19/23 9:34,2/19/23 9:50,R_3ssnQjsDRYV2ErV,USA,1,Control,4,4,55.55555556,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,4,5,2,5,7,98,50,97,0,96,48,99,5,38,29,5,100,43,99,95,2,5,4,77,14,6,2,44,98,8,40,1,28,NA,NA,NA,NA,51,NA,NA,NA,NA,2,31,39,51,3,5,"1,2,3,5,6,7",5,31,17.041,244.023,45,-5,-8.13618,0.794854,0.145034,25,-35,1,0.5,-0.5,4,55.55555556
4251,2/19/23 9:41,2/19/23 9:52,R_27ThbgILBMeuvsm,USA,6,SystemJust,3,3.75,41.44444444,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,8,2,3,2,1,73,4,17,78,96,21,81,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31,100,100,4,6,"1,2,3,4,5,6,7",7,90,9.328,45.894,100,50,-8.13618,1.794854,1.145034,80,20,1,0.5,0.5,3.75,41.44444444
4261,2/19/23 8:22,2/19/23 9:58,R_2rYoWS5Y4NAsa4K,USA,1,Control,8,68.5,58.66666667,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,22,82,84,86,53,52,59,66,51,66,52,70,59,80,80,27,80,62,80,80,81,80,86,85,80,78,82,78,82,84,78,85,82,NA,NA,NA,NA,NA,81,NA,NA,NA,1,53,26,32,3,4,"1,2,4,5,6",6,81,47.303,608.888,29,-21,13.86382,-0.205146,0.145034,9,-51,0,-0.5,-0.5,68.5,58.66666667
4272,2/19/23 9:51,2/19/23 10:12,R_3I3jseAZ7CroUe3,USA,6,SystemJust,8,97.75,72.55555556,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,100,92,99,100,89,60,66,75,35,96,100,97,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,33,95,70,3,4,"1,2,3,4,5,6,7",5,88,19.181,53.838,82.5,32.5,-6.13618,-0.205146,0.145034,62.5,2.5,1,0.5,0.5,97.75,72.55555556
4275,2/19/23 9:55,2/19/23 10:17,R_3EiBXi2S5K34iYl,USA,6,SystemJust,8,40.75,51.55555556,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,71,50,24,18,62,56,24,24,86,45,61,81,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,34,11,2,1,"1,2,3,4,5,6,7",1,43,5.278,52.115,22.5,-27.5,-10.13618,-3.205146,-0.854966,2.5,-57.5,1,0.5,0.5,40.75,51.55555556
4280,2/19/23 9:42,2/19/23 10:29,R_TjfnRC4nxSXTPvX,USA,1,Control,0,100,97,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,100,100,100,NA,100,100,100,NA,100,82,100,NA,NA,NA,15,100,100,100,100,50,100,0,0,0,0,0,100,0,100,0,100,20,NA,NA,NA,NA,100,NA,NA,NA,NA,2,25,NA,NA,2,4,"1,2,3,4,5,6,7",5,50,5.651,93.176,NA,NA,-14.13618,-0.205146,-0.854966,NA,NA,1,0.5,-0.5,100,NA
4283,2/19/23 10:15,2/19/23 10:36,R_zcGllDI2bY2kQF3,USA,6,SystemJust,8,95,92.55555556,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,96,89,96,99,89,98,90,93,95,90,92,94,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49,73,62,3,1,2,3,100,11.558,77.974,67.5,17.5,9.86382,-3.205146,0.145034,47.5,-12.5,0,-0.5,0.5,95,92.55555556
4292,2/19/23 10:53,2/19/23 11:12,R_3nAy7z5veDpzbsH,USA,6,SystemJust,8,98.25,83,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,98,99,97,99,85,82,66,91,67,98,86,84,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,51,21,63,3,8,"1,2,3,5,6,7",6,84,42.752,191.677,42,-8,11.86382,3.794854,0.145034,22,-38,0,-0.5,0.5,98.25,83
4295,2/19/23 11:02,2/19/23 11:15,R_xt7oD2hMxRxK58Z,USA,1,Control,0,67,45,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,75,64,63,66,41,46,51,55,29,54,48,61,20,63,70,12,78,85,79,78,60,51,18,37,42,19,20,16,30,46,44,19,29,NA,NA,NA,40,NA,NA,NA,NA,NA,1,46,NA,NA,2,5,"2,3,5,6,7",4,72,5.278,344.98,NA,NA,6.86382,0.794854,-0.854966,NA,NA,0,-0.5,-0.5,67,45
4296,2/19/23 11:06,2/19/23 11:17,R_3jeP3LxDJkfdTdn,USA,6,SystemJust,2,76.5,61.33333333,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,68,86,75,77,53,25,29,76,89,96,78,86,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,49,49,3,NA,"2,3,4,5,6,7",3,64,12.334,36.098,49,-1,-20.13618,NA,0.145034,29,-31,1,0.5,0.5,76.5,61.33333333
4311,2/19/23 11:22,2/19/23 11:51,R_3J2d5gdL7qsigsk,USA,1,Control,8,90.25,94.44444444,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,61,100,100,100,72,100,100,100,94,100,100,100,84,100,99,64,99,100,100,100,100,100,0,0,7,5,0,82,1,99,99,94,68,NA,NA,NA,NA,NA,NA,97,NA,NA,2,25,0,0,3,6,"1,2,3,4,5,6,7",8,92,23.635,269.751,0,-50,-14.13618,1.794854,0.145034,-20,-80,1,0.5,-0.5,90.25,94.44444444
4318,2/19/23 11:47,2/19/23 12:07,R_2Yrp6vaI8zksfAm,USA,6,SystemJust,2,29,15.33333333,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,29,28,29,30,0,20,15,40,0,20,3,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,71,85,4,5,"1,2,3,4,5,6,7",6,66,22.443,162.794,78,28,7.86382,0.794854,1.145034,58,-2,0,-0.5,0.5,29,15.33333333
4326,2/19/23 12:08,2/19/23 12:16,R_1Dw2Tpfp8dX6RWs,USA,6,SystemJust,2,95,96.44444444,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,97,96,94,93,100,91,100,100,80,100,100,97,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,68,72,2,4,"1,2,3,4,5,6,7",7,88,17.942,90.068,70,20,-17.13618,-0.205146,-0.854966,50,-10,0,-0.5,0.5,95,96.44444444
4328,2/19/23 7:50,2/19/23 12:18,R_3kih2BAOqpyXEkQ,USA,6,SystemJust,2,73.25,71.33333333,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,72,68,69,84,70,71,67,72,73,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,69,69,2,6,"1,2,6",7,74,6.986,60.775,69,19,-17.13618,1.794854,-0.854966,49,-11,0,-0.5,0.5,73.25,71.33333333
4334,2/19/23 12:06,2/19/23 12:26,R_2XbSpjdbnb5OEbw,USA,1,Control,8,62.25,82.88888889,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,51,75,72,51,50,71,100,100,50,100,100,100,75,85,70,25,90,70,50,75,15,30,1,1,1,1,1,75,1,75,1,0,50,NA,NA,NA,NA,NA,NA,NA,80,NA,2,23,1,25,4,8,"1,2,3,4,5,6,7",5,50,11.645,199.785,13,-37,-16.13618,3.794854,1.145034,-7,-67,1,0.5,-0.5,62.25,82.88888889
4342,2/19/23 12:27,2/19/23 12:37,R_C34JGV7WbsrkAUh,USA,6,SystemJust,4,99.25,85.55555556,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,97,100,100,100,70,88,87,97,72,92,96,86,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,32,74,3,6,"1,2,3,4,5,6,7",7,89,8.031,55.107,53,3,-17.13618,1.794854,0.145034,33,-27,1,0.5,0.5,99.25,85.55555556
4343,2/19/23 12:22,2/19/23 12:38,R_3kNbanxz7Tk58ny,USA,1,Control,4,92.5,91,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,94,90,95,91,97,99,91,77,NA,81,95,97,NA,92,90,8,98,78,91,91,78,80,32,20,14,15,28,81,28,92,23,90,91,NA,NA,NA,43,NA,NA,NA,NA,NA,2,23,NA,NA,2,1,"1,2,4,5,6,7",1,95,20.767,136.831,NA,NA,-16.13618,-3.205146,-0.854966,NA,NA,1,0.5,-0.5,92.5,NA
4354,2/19/23 12:38,2/19/23 12:57,R_2WGC8YyT97hv34m,USA,6,SystemJust,8,74.75,56.22222222,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,74,72,76,77,15,80,70,55,30,100,50,80,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52,51,76,3,5,"1,2,3,4,5,6,7",5,70,14.79,112.241,63.5,13.5,12.86382,0.794854,0.145034,43.5,-16.5,0,-0.5,0.5,74.75,56.22222222
4358,2/19/23 12:32,2/19/23 13:01,R_0euKh57nv8JdxCx,USA,1,Control,8,52.5,61.77777778,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,89,37,60,24,42,70,0,78,63,100,69,100,34,49,63,5,67,85,75,56,74,60,63,63,71,66,51,55,58,87,49,47,71,NA,NA,NA,NA,NA,NA,82,NA,NA,2,23,42,63,3,4,"2,3,4,5,6,7",5,37,9.545,114.972,52.5,2.5,-16.13618,-0.205146,0.145034,32.5,-27.5,1,0.5,-0.5,52.5,61.77777778
4367,2/19/23 13:04,2/19/23 13:11,R_6RagtkJET0UPhDz,USA,6,SystemJust,1,78.75,61.44444444,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,90,67,73,85,58,40,58,55,63,83,62,81,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,47,47,2,1,"1,2,3,4,5,6,7",5,21,7.461,69.107,47,-3,-17.13618,-3.205146,-0.854966,27,-33,0,-0.5,0.5,78.75,61.44444444
4370,2/19/23 12:51,2/19/23 13:14,R_1MRlOVN6spZnYKL,USA,1,Control,8,75.75,58.33333333,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,69,77,75,82,45,30,62,69,49,77,75,72,46,66,78,58,60,59,72,58,51,49,34,40,24,32,34,73,56,60,71,69,51,NA,NA,NA,NA,NA,NA,NA,NA,63,1,51,10,13,2,3,"1,2,3,4,5,6,7",3,62,13.803,393.629,11.5,-38.5,11.86382,-1.205146,-0.854966,-8.5,-68.5,0,-0.5,-0.5,75.75,58.33333333
4373,2/19/23 12:46,2/19/23 13:16,R_1pQbWzJ5RJGX8iG,USA,6,SystemJust,8,96.75,80.11111111,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,90,100,97,100,62,73,93,100,84,88,100,94,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,51,63,70,3,5,"1,2,3,4,6,7",6,76,16.601,170.172,66.5,16.5,11.86382,0.794854,0.145034,46.5,-13.5,0,-0.5,0.5,96.75,80.11111111
4374,2/19/23 13:01,2/19/23 13:16,R_efdYktUKrnkG6vn,USA,1,Control,8,84,85.88888889,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,93,82,78,83,85,88,85,85,77,91,86,90,86,81,76,69,85,80,87,86,86,86,90,85,89,90,83,91,87,90,89,86,85,NA,NA,NA,82,NA,NA,NA,NA,NA,1,21,51,50,3,8,"2,3,4,5,6,7",6,78,6.155,77.766,50.5,0.5,-18.13618,3.794854,0.145034,30.5,-29.5,0,-0.5,-0.5,84,85.88888889
4398,2/19/23 13:28,2/19/23 13:46,R_3fkqYU5Jfq0GR8P,USA,1,Control,8,54,52.33333333,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,50,61,53,52,44,42,49,39,87,25,62,68,55,53,NA,19,50,53,50,48,53,51,49,52,56,52,59,58,50,52,57,61,49,NA,NA,NA,NA,NA,52,NA,NA,NA,2,25,57,50,NA,5,"1,2,3,4,5,6,7",7,50,10.209,58.295,53.5,3.5,-14.13618,0.794854,NA,33.5,-26.5,1,0.5,-0.5,54,52.33333333
4399,2/19/23 13:19,2/19/23 13:47,R_31RGDx2b2EZPDwY,USA,6,SystemJust,8,71,60.55555556,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,69,15,100,100,4,3,100,100,34,100,100,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,100,100,2,4,"1,2,3,4,5,6,7",4,80,17.619,74.906,100,50,-21.13618,-0.205146,-0.854966,80,20,1,0.5,0.5,71,60.55555556
4401,2/19/23 13:15,2/19/23 13:48,R_z07JlLW6zR9VgCB,USA,6,SystemJust,8,50.75,45,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,50,51,51,51,5,NA,NA,80,5,80,NA,95,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,NA,NA,3,NA,"1,2,3,5,6,7",3,50,26.007,244.662,NA,NA,-20.13618,NA,0.145034,NA,NA,1,0.5,0.5,50.75,NA
4404,2/19/23 13:40,2/19/23 13:50,R_2CsrfwJIGzCpzfb,USA,1,Control,8,79.5,65.66666667,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,75,76,86,81,63,66,67,64,67,65,64,67,68,85,81,75,79,88,92,88,99,91,90,90,90,92,90,93,95,92,91,91,90,NA,NA,NA,92,NA,NA,NA,NA,NA,1,55,93,91,4,8,"1,2,3,4,5,6,7",6,87,7.876,35.591,92,42,15.86382,3.794854,1.145034,72,12,0,-0.5,-0.5,79.5,65.66666667
4413,2/19/23 13:38,2/19/23 14:00,R_1jNHrgSUWr5BqVo,USA,6,SystemJust,0,80.25,52.22222222,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,93,76,77,75,87,66,77,49,20,44,92,29,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,52,52,3,3,"2,3,4,5,6,7",4,97,84.164,233.745,52,2,-18.13618,-1.205146,0.145034,32,-28,1,0.5,0.5,80.25,52.22222222
4417,2/19/23 13:52,2/19/23 14:03,R_elFt0sbHZTk48ut,USA,6,SystemJust,1,100,53.88888889,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,42,57,69,53,55,53,50,49,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,54,48,2,5,"1,3,4,6,7",6,98,10.06,50.584,51,1,7.86382,0.794854,-0.854966,31,-29,0,-0.5,0.5,100,53.88888889
4422,2/19/23 13:59,2/19/23 14:18,R_UsYwQpzqEiUbIEV,USA,6,SystemJust,2,77.25,68.44444444,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,72,81,78,78,78,55,60,56,83,72,61,81,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,11,NA,3,3,"1,2,3,6,7",4,82,8.047,79.333,NA,NA,-14.13618,-1.205146,0.145034,NA,NA,1,0.5,0.5,77.25,68.44444444
4423,2/19/23 14:13,2/19/23 14:20,R_DqQUsKdIoOyTCfv,USA,6,SystemJust,2,66,78.55555556,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,89,80,56,39,52,100,100,100,25,100,100,100,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,98,100,2,6,"1,2,3,4,5,6,7",7,84,8.728,34.27,99,49,-21.13618,1.794854,-0.854966,79,19,0,-0.5,0.5,66,78.55555556
4440,2/19/23 14:29,2/19/23 14:39,R_3J9GJaGtHDDlfTa,USA,6,SystemJust,1,100,81.875,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,100,100,100,100,75,100,NA,80,70,100,80,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,0,0,3,4,"2,3,4,5,6,7",6,93,20.4,52.755,0,-50,-21.13618,-0.205146,0.145034,-20,-80,1,0.5,0.5,100,NA
4442,2/19/23 14:30,2/19/23 14:40,R_WwgynmU4uPbG0VP,USA,1,Control,0,100,100,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,100,100,100,100,100,100,100,100,100,87,100,49,100,100,100,100,100,100,0,0,0,0,0,100,0,100,100,0,83,NA,NA,NA,100,NA,NA,NA,NA,NA,1,52,79,88,3,6,"1,2,3,4,5,6,7",6,100,15.9,217.679,83.5,33.5,12.86382,1.794854,0.145034,63.5,3.5,0,-0.5,-0.5,100,100
4446,2/19/23 14:33,2/19/23 14:44,R_1OHJcafi5fy44hF,USA,6,SystemJust,2,0.75,10.66666667,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,1,1,1,0,1,1,5,25,1,50,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,54,62,93,2,1,"3,5,6",2,15,9.79,73.741,77.5,27.5,14.86382,-3.205146,-0.854966,57.5,-2.5,0,-0.5,0.5,0.75,10.66666667
4447,2/19/23 14:23,2/19/23 14:44,R_1eyQjaeeUUSYu0i,USA,1,Control,8,0.5,6.111111111,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,1,0,1,0,0,19,0,0,0,12,0,24,0,0,1,4,91,10,17,9,20,31,0,90,0,0,0,0,0,0,0,0,21,1,NA,NA,NA,NA,NA,NA,NA,NA,1,50,88,88,4,5,"1,2,3,4,5,6,7",7,56,14.905,326.221,88,38,10.86382,0.794854,1.145034,68,8,0,-0.5,-0.5,0.5,6.111111111
4448,2/19/23 13:23,2/19/23 14:44,R_1gtfT77v9MPahOa,USA,6,SystemJust,8,100,99.77777778,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,100,100,100,100,100,100,100,100,98,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,53,100,100,3,5,"1,2,3,4,5,6,7",8,100,27.266,98.79,100,50,13.86382,0.794854,0.145034,80,20,0,-0.5,0.5,100,99.77777778
4455,2/19/23 14:07,2/19/23 14:51,R_2SpqoaGZ70xuDil,USA,6,SystemJust,2,100,100,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,0,0,2,1,"1,4,5,6,7",4,95,151.978,765.999,0,-50,-14.13618,-3.205146,-0.854966,-20,-80,0,-0.5,0.5,100,100
4462,2/19/23 14:52,2/19/23 15:00,R_3O6SUkn4YJj4UNd,USA,6,SystemJust,1,100,80.55555556,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,24,100,100,99,99,100,99,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23,63,66,2,6,"2,3,4,5,6,7",6,80,6.445,46.711,64.5,14.5,-16.13618,1.794854,-0.854966,44.5,-15.5,0,-0.5,0.5,100,80.55555556
4463,2/19/23 14:45,2/19/23 15:02,R_21nfPemjzaRY2AI,USA,1,Control,2,96.75,84.88888889,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,97,97,96,97,57,91,96,97,95,99,98,95,36,72,NA,28,89,71,98,98,99,98,33,12,6,19,22,98,10,98,96,97,79,NA,NA,NA,NA,NA,NA,NA,71,NA,2,24,5,6,3,4,"1,2,3,4,5,6,7",7,71,15.638,247.244,5.5,-44.5,-15.13618,-0.205146,0.145034,-14.5,-74.5,1,0.5,-0.5,96.75,84.88888889
